gene,biological_process,molecular_function,systematic_name,a_number,nutrient,growth_rate,expression
,biological process unknown,molecular function unknown,YHL046C,1084504,G,0.15,0.82
PAU1,biological process unknown,molecular function unknown,YJL223C,1084458,G,0.15,0.81
,biological process unknown,molecular function unknown,YBL108C-A,1085546,G,0.15,0.64
,biological process unknown,molecular function unknown,YDR542W,1081345,G,0.15,0.62
,biological process unknown,molecular function unknown,YGR294W,1084266,G,0.15,0.59
PAU4,biological process unknown,molecular function unknown,YLR461W,1084963,G,0.15,0.52
,biological process unknown,molecular function unknown,YOL161C,1080624,G,0.15,0.64
PAU2,biological process unknown,molecular function unknown,YEL049W,1085127,G,0.15,0.48
,biological process unknown,molecular function unknown,YGL261C,1084246,G,0.15,0.53
,biological process unknown,molecular function unknown,YAL068C,1084516,G,0.15,0.65
STP4,biological process unknown,molecular function unknown,YDL048C,1084424,G,0.15,0.08
,phospholipid biosynthesis,acyltransferase activity,YDR018C,1082903,G,0.15,0.84
HAL1,positive regulation of transcription from RNA polymerase II promoter*,molecular function unknown,YPR005C,1086160,G,0.15,1
AFR1,signal transduction during conjugation with cellular fusion*,receptor signaling protein activity,YDR085C,1083998,G,0.15,1.61
PRR2,MAPKKK cascade,receptor signaling protein serine/threonine kinase activity,YDL214C,1086704,G,0.15,2.94
,biological process unknown,molecular function unknown,YIR016W,1085070,G,0.15,1.41
YPK2,protein amino acid phosphorylation,protein kinase activity,YMR104C,1084189,G,0.15,1.48
,,,YMR103C,1086765,G,0.15,1.09
,water transport,transporter activity*,YFL054C,1084219,G,0.15,0.84
,biological process unknown,molecular function unknown,YFR017C,1084693,G,0.15,0.95
,biological process unknown,molecular function unknown,YIR003W,1085692,G,0.15,0.36
INO1,myo-inositol metabolism,inositol-3-phosphate synthase activity,YJL153C,1081709,G,0.15,2.42
SPO20,spore wall assembly (sensu Fungi)*,t-SNARE activity,YMR017W,1081244,G,0.15,0.64
,biological process unknown,molecular function unknown,YER067W,1084985,G,0.15,2.16
,biological process unknown,molecular function unknown,YNR034W-A,1080687,G,0.15,1.65
PIR3,cell wall organization and biogenesis,structural constituent of cell wall,YKL163W,1084812,G,0.15,1.05
OXR1,response to oxidative stress,molecular function unknown,YPL196W,1081507,G,0.15,0.17
,biological process unknown,molecular function unknown,YJL149W,1084380,G,0.15,0.57
PRM5,conjugation with cellular fusion,molecular function unknown,YIL117C,1082216,G,0.15,2.01
CCT2,protein folding*,unfolded protein binding,YIL142W,1081546,G,0.15,0.36
ENT4,endocytosis*,clathrin binding,YLL038C,1084365,G,0.15,0.79
NAT4,protein amino acid acetylation,peptide alpha-N-acetyltransferase activity,YMR069W,1083189,G,0.15,0.91
PHO85,protein amino acid phosphorylation*,cyclin-dependent protein kinase activity,YPL031C,1085094,G,0.15,0.22
NAB3,regulation of transcription from RNA polymerase II promoter,poly(A) binding,YPL190C,1082977,G,0.15,0.19
,biological process unknown,molecular function unknown,YPR174C,1082380,G,0.15,0.05
,biological process unknown,molecular function unknown,YLR072W,1085332,G,0.15,0.65
SIP1,protein amino acid phosphorylation*,AMP-activated protein kinase activity,YDR422C,1081084,G,0.15,0.34
MET12,methionine metabolism,methylenetetrahydrofolate reductase (NADPH) activity,YPL023C,1081350,G,0.15,0.29
SRV2,cytoskeleton organization and biogenesis*,cytoskeletal protein binding*,YNL138W,1082640,G,0.15,0.44
SDS3,chromatin silencing*,protein binding,YIL084C,1085939,G,0.15,0.34
MCM10,DNA replication initiation*,chromatin binding,YIL150C,1082714,G,0.15,0.27
,biological process unknown,molecular function unknown,YBL112C,1082344,G,0.15,0.92
ECM22,sterol biosynthesis,RNA polymerase II transcription factor activity,YLR228C,1083470,G,0.15,0.27
SMY1,exocytosis,motor activity,YKL079W,1086818,G,0.15,0.31
ECM32,regulation of translational termination,DNA helicase activity*,YER176W,1086806,G,0.15,0.63
,biological process unknown,molecular function unknown,YLL029W,1082498,G,0.15,0.98
GIS3,intracellular signaling cascade,molecular function unknown,YLR094C,1085648,G,0.15,0.53
YPS7,biological process unknown,aspartic-type endopeptidase activity,YDR349C,1081226,G,0.15,0.19
HRD1,ER-associated protein catabolism,ubiquitin-protein ligase activity,YOL013C,1084715,G,0.15,0.24
,biological process unknown,molecular function unknown,YLR281C,1084587,G,0.15,0.64
,,,YGL046W,1082995,G,0.15,0.89
BUD7,bud site selection,molecular function unknown,YOR299W,1086239,G,0.15,0.35
IES6,metabolism,molecular function unknown,YEL044W,1086330,G,0.15,0.32
POG1,G1/S-specific transcription in mitotic cell cycle*,specific RNA polymerase II transcription factor activity,YIL122W,1081544,G,0.15,-0.29
SED5,ER to Golgi transport*,t-SNARE activity,YLR026C,1080792,G,0.15,0.03
IVY1,secretory pathway,phospholipid binding,YDR229W,1084254,G,0.15,0.49
SAP1,biological process unknown,ATPase activity,YER047C,1083527,G,0.15,0.02
ASK1,mitotic spindle organization and biogenesis in nucleus*,structural constituent of cytoskeleton,YKL052C,1081834,G,0.15,-0.05
,biological process unknown,molecular function unknown,YKL091C,1081757,G,0.15,-0.1
,biological process unknown,molecular function unknown,YLR159W,1083003,G,0.15,0.04
,biological process unknown,molecular function unknown,YLR156W,1084588,G,0.15,0.15
,biological process unknown,molecular function unknown,YLR161W,1081185,G,0.15,0.29
,biological process unknown,permease activity,YDR387C,1086024,G,0.15,-0.22
HMG2,ergosterol biosynthesis,hydroxymethylglutaryl-CoA reductase (NADPH) activity,YLR450W,1083531,G,0.15,-0.12
SML1,mitochondrion organization and biogenesis*,enzyme inhibitor activity,YML058W,1085716,G,0.15,-0.57
,biological process unknown,molecular function unknown,YJL118W,1086277,G,0.15,-0.48
,biological process unknown,molecular function unknown,YKR043C,1086490,G,0.15,-0.12
CAF40,regulation of transcription from RNA polymerase II promoter,molecular function unknown,YNL288W,1085594,G,0.15,-0.09
,biological process unknown,molecular function unknown,YBR219C,1085463,G,0.15,-0.39
GIC2,establishment of cell polarity (sensu Fungi)*,small GTPase regulator activity,YDR309C,1085593,G,0.15,-0.86
,biological process unknown,molecular function unknown,YDR514C,1085436,G,0.15,-0.3
RCN1,calcium-mediated signaling,calcium-dependent protein serine/threonine phosphatase regulator activity,YKL159C,1083252,G,0.15,0.15
PRY2,biological process unknown,molecular function unknown,YKR013W,1086471,G,0.15,0.17
,biological process unknown,molecular function unknown,YPL067C,1086359,G,0.15,0.2
RRP40,35S primary transcript processing*,3'-5'-exoribonuclease activity,YOL142W,1085241,G,0.15,-0.19
ARC18,actin filament organization*,structural constituent of cytoskeleton,YLR370C,1084651,G,0.15,-0.13
URA1,'de novo' pyrimidine base biosynthesis,dihydroorotate dehydrogenase activity,YKL216W,1081631,G,0.15,-0.23
RIB4,riboflavin biosynthesis,"6,7-dimethyl-8-ribityllumazine synthase activity",YOL143C,1085111,G,0.15,-0.17
URA4,'de novo' pyrimidine base biosynthesis*,dihydroorotase activity,YLR420W,1085658,G,0.15,-0.22
SUP35,"mRNA catabolism, deadenylylation-dependent decay*",translation release factor activity,YDR172W,1085156,G,0.15,0.36
SKN7,response to osmotic stress*,transcription factor activity*,YHR206W,1082517,G,0.15,0.28
,biological process unknown,molecular function unknown,YIR044C,1083966,G,0.15,0.43
COS5,biological process unknown,molecular function unknown,YJR161C,1085591,G,0.15,0.36
COS7,biological process unknown,receptor activity,YDL248W,1085813,G,0.15,-0.05
PPM1,C-terminal protein amino acid methylation,C-terminal protein carboxyl methyltransferase activity,YDR435C,1082398,G,0.15,0.22
,biological process unknown,molecular function unknown,YNL046W,1086698,G,0.15,0.13
RPS0B,protein biosynthesis*,structural constituent of ribosome,YLR048W,1085091,G,0.15,-0.12
COS12,biological process unknown,molecular function unknown,YGL263W,1083201,G,0.15,0.29
,biological process unknown,molecular function unknown,YNR065C,1081961,G,0.15,0.15
IZH1,lipid metabolism*,metal ion binding,YDR492W,1086044,G,0.15,0.28
,,,YPR064W,1080987,G,0.15,0.53
IZH4,lipid metabolism*,metal ion binding,YOL101C,1080893,G,0.15,1.31
PST1,cell wall organization and biogenesis,molecular function unknown,YDR055W,1083475,G,0.15,1.12
PRM10,conjugation with cellular fusion,molecular function unknown,YJL108C,1082535,G,0.15,0.73
,biological process unknown,molecular function unknown,YJL107C,1086909,G,0.15,0.71
SFA1,formaldehyde catabolism,alcohol dehydrogenase activity*,YDL168W,1083412,G,0.15,0.16
CAP2,filamentous growth*,actin filament binding,YIL034C,1086485,G,0.15,0.05
,biological process unknown,molecular function unknown,YMR122W-A,1083907,G,0.15,0.67
CIS3,cell wall organization and biogenesis,structural constituent of cell wall,YJL158C,1085216,G,0.15,0.2
,,,YPR012W,1081403,G,0.15,0.25
RGS2,"G-protein signaling, coupled to cAMP nucleotide second messenger",GTPase activator activity,YOR107W,1085121,G,0.15,-0.13
,biological process unknown,molecular function unknown,YPR117W,1083173,G,0.15,0.28
,,,YPR150W,1081527,G,0.15,-0.06
CSG2,calcium ion homeostasis*,enzyme regulator activity,YBR036C,1085710,G,0.15,-0.09
SPO11,meiotic DNA double-strand break formation,"endodeoxyribonuclease activity, producing 3'-phosphomonoesters",YHL022C,1081188,G,0.15,0.04
CHO1,phosphatidylserine biosynthesis,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,YER026C,1085231,G,0.15,-0.07
WSC2,cell wall organization and biogenesis*,transmembrane receptor activity,YNL283C,1080641,G,0.15,-0.19
MYO2,endocytosis*,microfilament motor activity,YOR326W,1085645,G,0.15,-0.12
,biological process unknown,molecular function unknown,YPL066W,1082066,G,0.15,0.78
DOA1,ubiquitin-dependent protein catabolism*,molecular function unknown,YKL213C,1081094,G,0.15,0.14
KRE1,cell wall organization and biogenesis,structural constituent of cell wall,YNL322C,1083836,G,0.15,0.3
MTL1,cell wall organization and biogenesis,molecular function unknown,YGR023W,1080930,G,0.15,0.25
KRE9,cell wall organization and biogenesis*,molecular function unknown,YJL174W,1082539,G,0.15,0.21
UTH1,mitochondrion organization and biogenesis*,molecular function unknown,YKR042W,1082610,G,0.15,0.05
,biological process unknown,molecular function unknown,YOL111C,1085465,G,0.15,0.11
SFB2,ER to Golgi transport,molecular function unknown,YNL049C,1082129,G,0.2,-0.15
,biological process unknown,molecular function unknown,YNL095C,1086222,G,0.2,-0.48
QRI7,proteolysis and peptidolysis,metalloendopeptidase activity,YDL104C,1085955,G,0.2,-0.02
CFT2,mRNA polyadenylylation*,RNA binding,YLR115W,1081958,G,0.2,-0.03
SSO2,vesicle fusion*,t-SNARE activity,YMR183C,1081214,G,0.2,0.34
PSP2,biological process unknown,molecular function unknown,YML017W,1083036,G,0.2,0.2
RIB2,riboflavin biosynthesis,pseudouridylate synthase activity*,YOL066C,1081766,G,0.2,-0.03
VMA13,vacuolar acidification,"hydrogen-transporting ATPase activity, rotational mechanism",YPR036W,1086860,G,0.2,0.02
EDC3,deadenylylation-independent decapping,molecular function unknown,YEL015W,1082963,G,0.2,0.06
VPS5,protein retention in Golgi*,protein transporter activity,YOR069W,1083389,G,0.2,0.14
,biological process unknown,molecular function unknown,YOL029C,1085380,G,0.2,0.18
AMN1,negative regulation of exit from mitosis*,protein binding,YBR158W,1086594,G,0.2,1.34
SCW11,"cytokinesis, completion of separation","glucan 1,3-beta-glucosidase activity",YGL028C,1083024,G,0.2,1.05
DSE2,cell wall organization and biogenesis*,"glucan 1,3-beta-glucosidase activity",YHR143W,1082870,G,0.2,0.85
COX15,cytochrome c oxidase complex assembly*,"oxidoreductase activity, acting on NADH or NADPH, heme protein as acceptor",YER141W,1085995,G,0.2,0.24
SPE1,pantothenate biosynthesis*,ornithine decarboxylase activity,YKL184W,1084207,G,0.2,0.17
MTF1,transcription from mitochondrial promoter,S-adenosylmethionine-dependent methyltransferase activity*,YMR228W,1084832,G,0.2,-0.12
KSS1,invasive growth (sensu Saccharomyces)*,MAP kinase activity,YGR040W,1083046,G,0.2,-0.27
,biological process unknown,molecular function unknown,YHR036W,1084002,G,0.2,-0.09
,biological process unknown,molecular function unknown,YNL158W,1081987,G,0.2,0.08
YAP7,positive regulation of transcription from RNA polymerase II promoter,RNA polymerase II transcription factor activity,YOL028C,1084281,G,0.2,0.26
,proteolysis and peptidolysis,metalloendopeptidase activity,YBR074W,1081132,G,0.2,-0.54
YVC1,cation homeostasis,calcium channel activity*,YOR087W,1082401,G,0.2,0
CDC40,"nuclear mRNA splicing, via spliceosome*","RNA splicing factor activity, transesterification mechanism*",YDR364C,1085655,G,0.2,-0.1
,biological process unknown,molecular function unknown,YPL162C,1083440,G,0.2,-0.09
RMD1,biological process unknown,molecular function unknown,YDL001W,1083001,G,0.2,-0.19
PCL6,regulation of glycogen biosynthesis*,cyclin-dependent protein kinase regulator activity,YER059W,1086466,G,0.2,0.15
AI4,RNA splicing*,endonuclease activity,Q0065,1083679,G,0.2,-0.09
GGC1,mitochondrial genome maintenance*,guanine nucleotide transporter activity,YDL198C,1083659,G,0.2,-0.16
SUL1,sulfate transport,sulfate transporter activity,YBR294W,1084134,G,0.2,-0.64
RAD57,telomerase-independent telomere maintenance*,protein binding,YDR004W,1085676,G,0.2,-0.16
,,,YBR292C,1081781,G,0.2,-0.2
PER1,response to unfolded protein*,molecular function unknown,YCR044C,1083401,G,0.2,0.25
YHC3,intracellular protein transport*,basic amino acid transporter activity,YJL059W,1086035,G,0.2,0.03
SGE1,response to drug*,xenobiotic-transporting ATPase activity,YPR198W,1084730,G,0.2,0.07
HNM1,choline transport,choline transporter activity,YGL077C,1082347,G,0.2,-0.16
SWI1,chromatin remodeling,general RNA polymerase II transcription factor activity,YPL016W,1082880,G,0.2,0.12
NAM8,"nuclear mRNA splicing, via spliceosome*",RNA binding*,YHR086W,1082288,G,0.2,0.32
,biological process unknown,molecular function unknown,YLR356W,1083800,G,0.2,0.22
BGL2,cell wall organization and biogenesis,"glucan 1,3-beta-glucosidase activity",YGR282C,1085206,G,0.2,0.07
ACT1,cell wall organization and biogenesis*,structural constituent of cytoskeleton,YFL039C,1085614,G,0.2,0.2
,biological process unknown,molecular function unknown,YKL100C,1085276,G,0.2,-0.03
SFL1,negative regulation of transcription from RNA polymerase II promoter,specific transcriptional repressor activity,YOR140W,1082363,G,0.2,0.06
OYE3,biological process unknown,NADPH dehydrogenase activity,YPL171C,1084964,G,0.2,-0.61
,,,YLL030C,1086776,G,0.2,NA
,,,,1086866,G,0.2,0.64
MMP1,S-methylmethionine transport,S-methylmethionine transporter activity,YLL061W,1081555,G,0.2,0.53
MHT1,sulfur amino acid metabolism,homocysteine S-methyltransferase activity,YLL062C,1080643,G,0.2,0.23
SUL2,sulfate transport,sulfate transporter activity,YLR092W,1081763,G,0.2,-0.81
IPP1,phosphate metabolism,inorganic diphosphatase activity,YBR011C,1083751,G,0.2,0.04
CWP1,cell wall organization and biogenesis,structural constituent of cell wall,YKL096W,1086494,G,0.2,0.51
SNF11,chromatin remodeling,general RNA polymerase II transcription factor activity,YDR073W,1082598,G,0.2,-0.16
PEX25,peroxisome organization and biogenesis*,molecular function unknown,YPL112C,1085746,G,0.2,0.03
ELO1,"fatty acid elongation, unsaturated fatty acid",fatty acid elongase activity,YJL196C,1081622,G,0.2,-0.03
,transport*,anion transporter activity*,YNL275W,1086151,G,0.2,0.06
CDC13,telomere maintenance*,single-stranded DNA binding,YDL220C,1080633,G,0.2,-0.05
FKH1,pseudohyphal growth*,transcription factor activity,YIL131C,1081044,G,0.2,-0.03
SWD1,chromatin silencing at telomere*,histone lysine N-methyltransferase activity (H3-K4 specific),YAR003W,1084268,G,0.2,-0.21
,biological process unknown,molecular function unknown,YLR437C,1080683,G,0.2,-0.86
HOF1,cytokinesis,cytoskeletal protein binding,YMR032W,1085056,G,0.2,-0.38
HOC1,cell wall mannoprotein biosynthesis*,"transferase activity, transferring glycosyl groups*",YJR075W,1081323,G,0.2,-0.47
BNI5,cytokinesis*,molecular function unknown,YNL166C,1083352,G,0.2,-0.35
CSN12,adaptation to pheromone during conjugation with cellular fusion,molecular function unknown,YJR084W,1081257,G,0.2,-0.18
PGS1,phospholipid biosynthesis,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity,YCL004W,1081767,G,0.2,0.38
MLP2,mRNA-nucleus export*,ribonucleoprotein binding,YIL149C,1081846,G,0.2,-0.11
HRP1,mRNA polyadenylylation*,RNA binding,YOL123W,1086678,G,0.2,0.22
,biological process unknown,molecular function unknown,YPL009C,1083688,G,0.2,-0.12
SEC39,secretory pathway,molecular function unknown,YLR440C,1083462,G,0.2,-0.01
ECM31,pantothenate biosynthesis,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,YBR176W,1081705,G,0.2,0
,biological process unknown,molecular function unknown,YMR158C-A,1082485,G,0.2,-0.29
,biological process unknown,molecular function unknown,YCL021W-A,1082388,G,0.2,-0.4
ADE4,'de novo' IMP biosynthesis*,amidophosphoribosyltransferase activity,YMR300C,1081095,G,0.2,-0.37
ABC1,ubiquinone biosynthesis,molecular function unknown,YGL119W,1086216,G,0.2,-0.31
DLD2,biological process unknown*,actin binding*,YDL178W,1082377,G,0.2,-0.01
PHA2,"phenylalanine biosynthesis, prephenate pathway",prephenate dehydratase activity,YNL316C,1084636,G,0.2,-0.1
,,,YLR236C,1082693,G,0.2,-0.47
HAP3,transcription*,transcriptional activator activity,YBL021C,1081618,G,0.2,0.07
MRPL23,protein biosynthesis*,structural constituent of ribosome,YOR150W,1085913,G,0.2,-0.28
